param_name	param_description	param_description_long	param_unit	subsystem	mti	min_timestamp	max_timestamp	longest_gap	nan_fraction
IHT13029	HV_TEMPERATURE	HV_TEMPERATURE	degC	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13036	IBCV_TEMPERATURE	IBCV_TEMPERATURE	degC	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13046	LV_TEMPERATURE	LV_TEMPERATURE	degC	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13053	PXFA_HP_SECTIO_T	PXFA high pressure section temperature (in GO-IC-QIQ-0002_i8 PXFA pressure regulator temp., decription is obsolet)	degC	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13054	PXFA_FLOWSEN_T	PXFA flow sensor temperature	degC	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13055	PXFA_FLOWRES_T	PXFA flow restrictor temperature	degC	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
PHT10240	BAT_TMP_1_N	Battery Temperatue 1 nominal from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: cbt_tem1_n_S1/W13)	degC	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT10260	BAT_TMP_1_R	Battery Temperatue 1 redundant from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: cbt_tem1_r_S1/W14)	degC	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT10280	BAT_TMP_2_N	Battery Temperatue 2 nominal from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: cbt_tem2_n_S1/W15)	degC	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT10300	BAT_TMP_2_R	Battery Temperatue 2 redundant from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: cbt_tem2_r_S1/W16)	degC	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12880	PCU_DHS_TEMP_N	DHS temperature nominal from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: c_temp_dhs_n_S4/W34)	degC	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12900	PCU_DHS_TEMP_R	DHS temperature redundant from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: c_temp_dhs_r_S4/W35)	degC	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
SST00101	TEMP_SENSOR_1	Temperature_sensor_1	degC	SSTI-A	0 days 00:00:08	2009-03-17 10:06:03.236	2013-11-10 22:46:09.319	54 days 23:29:15.811000	0.0482688969017094
SST00102	TEMP_SENSOR_2	Temperature_sensor_2	degC	SSTI-A	0 days 00:00:08	2009-03-17 10:06:03.236	2013-11-10 22:46:09.319	54 days 23:29:15.811000	0.0482688969017094
SST00103	TEMP_SENSOR_3	Temperature_sensor_3	degC	SSTI-A	0 days 00:00:08	2009-03-17 10:06:03.236	2013-11-10 22:46:09.319	54 days 23:29:15.811000	0.0482688969017094
SST00104	TEMP_SENSOR_4	Temperature_sensor_4	degC	SSTI-A	0 days 00:00:08	2009-03-17 10:06:03.236	2013-11-10 22:46:09.319	54 days 23:29:15.811000	0.0482688969017094
THT00000	RU_INT_TH_REF1	CDMU RU Internal THERM Interface fix Resistor Reference 1 (NOT_CONNECTED_01) from: Thermistor via IF: THERM_SIGN_000 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00001	STRDPU_HTR_T1	Star Tracker Floor 4 temperature for thermal control (T1, HTR_19) from: Thermistor via IF: THERM_SIGN_001 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00002	XST_HTR1_T1	Xenon Tank temperature for thermal control (T1, HTR_16) from: Thermistor via IF: THERM_SIGN_002 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00004	MGM_HTR_T1	Magnetometer temperature for thermal control (T1, HTR_20) from: Thermistor via IF: THERM_SIGN_004 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00005	LIB_FLR_HTR_T1	Battery Floor 7 temperature for thermal control (T1, HTR_13 & HTR_22) from: Thermistor via IF: THERM_SIGN_005 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00007	PXFA1_HPS_HTR_T1	PXFA1 High Pressure Section temperature for thermal control (T1, HTR_15) from: Thermistor via IF: THERM_SIGN_007 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00008	PXFA1_HTR_T1	Floor 1 PXFA 1 temperature for thermal control (T1, HTR_17 & HTR_34) from: Thermistor via IF: THERM_SIGN_008 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00009	IPCU_A_HTR_T1	Floor 1 IPCU A temperature for thermal control (T1, HTR_23 & HTR_29) from: Thermistor via IF: THERM_SIGN_009 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00010	SSTI A T	SSTI_1 Internal temperature for monitoring from: Thermistor via IF: THERM_SIGN_010 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00011	GCDE_HTR_T1	Floor 2 GCDE temperature for thermal control (T1, HTR_43) from: Thermistor via IF: THERM_SIGN_011 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00012	MGM_HTR_T2	Magnetometer temperature for thermal control (T2, HTR_20) from: Thermistor via IF: THERM_SIGN_012 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00013	TRSP_HTR_T1	S- Band transponder temperature for thermal control (T1, HTR_35) from: Thermistor via IF: THERM_SIGN_013 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00014	TCV_HTR12&31_T1	GCD TCV +X+Y-Z temperature for thermal control (T1, HTR_12 & HTR_31) from: Thermistor via IF: THERM_SIGN_014 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00015	STC ASH Therm M	TCEU G01 temperature  from: Thermistor via IF: THERM_SIGN_015 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00017	TCV_HTR37&46_T1	GCD TCV -X+Y+Z temperature for thermal control (T1, HTR_37 & HTR_46) from: Thermistor via IF: THERM_SIGN_017 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00018	TCV_HTR25&45_T1	GCD TCV -X-Y-Z temperature for thermal control (T1, HTR_25 & HTR_45) from: Thermistor via IF: THERM_SIGN_018 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00021	PIPE_EX_HTR1_T1	XST-to-PXFA platform external xenon-pipe temperature for thermal control (T1, HTR_32) from: Thermistor via IF: THERM_SIGN_021 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00022	PIPE_EX_HTR2_T1	XST-to-PXFA platform external xenon-pipe temperature for thermal control (T1, HTR_41) from: Thermistor via IF: THERM_SIGN_022 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00024	EGG_IF1&5_HTR_T1	EGG-Structure I/F 1 & 5 Upper Double Panel temperature for thermal control (T1, HTR_18 & HTR_42) from: Thermistor via IF: THERM_SIGN_024 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00025	EGG_IF3&6_HTR_T1	EGG-Structure I/F 3 & 6 Upper Double Panel temperature for thermal control (T1, HTR_30 & HTR_48) from: Thermistor via IF: THERM_SIGN_025 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00026	PIPE_IN_HTR1_T1	XST-to-PXFA platform internal xenon-pipe temperature for thermal control (T1, HTR_11) from: Thermistor via IF: THERM_SIGN_026 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00027	EGG_IF1&5_HTR_T2	EGG-Structure I/F 1 & 5 Upper Double Panel temperature for thermal control (T2, HTR_18 & HTR_42) from: Thermistor via IF: THERM_SIGN_063 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00028	EGG_IF2_HTR_T1	EGG-Structure I/F 2 Lower Double Panel temperature for thermal control (T1, HTR_24) from: Thermistor via IF: THERM_SIGN_028 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00029	EGG_IF3&6_HTR_T2	EGG-Structure I/F 3 & 6  Upper Double Panel temperature for thermal control (T2, HTR_30 & HTR_48) from: Thermistor via IF: THERM_SIGN_034 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00030	EGG_IF4_HTR_T1	EGG-Structure I/F 4 Lower Double Panel temperature for thermal control (T1, HTR_36) from: Thermistor via IF: THERM_SIGN_030 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00032	IPCU_B_HTR_T1	Floor 1 IPCU B temperature for thermal control (T1, HTR_40 & HTR_47) from: Thermistor via IF: THERM_SIGN_032 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00033	TCV_HTR25&45_T2	GCD TCV -X+Y-Z temperature for thermal control (T2, HTR_25 & HTR_45) from: Thermistor via IF: THERM_SIGN_033 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00035	XST_HTR1_T2	Xenon Tank temperature for thermal control (T2, HTR_16) from: Thermistor via IF: THERM_SIGN_035 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00036	XST_HTR1_T3	Xenon Tank temperature for thermal control (T3, HTR_16) from: Thermistor via IF: THERM_SIGN_095 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00037	STRDPU_HTR_T2	Star Tracker Floor 4 temperature for thermal control (T2, HTR_19) from: Thermistor via IF: THERM_SIGN_037 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00038	GCD_HTR_T3	Floor 6 GCD temperature for thermal control (T1, HTR_39) from: Thermistor via IF: THERM_SIGN_038 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00040	GCD_HTR_T2	Floor 6 GCD temperature for thermal control (T2, HTR_39) from: Thermistor via IF: THERM_SIGN_055 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00041	PCDU Temp A	PCDU Internal temperature for monitoring from: Thermistor via IF: THERM_SIGN_041 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00042	STC1 Dom Therm M	TCEU G01 temperature  from: Thermistor via IF: THERM_SIGN_042 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00043	STC2 Dom Therm M	TCEU G01 temperature  from: Thermistor via IF: THERM_SIGN_043 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00044	PXFA2_HPS_HTR_T1	PXFA2 High Pressure Section temperature for thermal control (T1, HTR_44) from: Thermistor via IF: THERM_SIGN_044 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00045	PXFA1_HPS_HTR_T2	PXFA1 High Pressure Section temperature for thermal control (T2, HTR_15) from: Thermistor via IF: THERM_SIGN_045 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00046	PXFA1_HTR_T2	Floor 1 PXFA 1 temperature for thermal control (T2, HTR_17 & HTR_34) from: Thermistor via IF: THERM_SIGN_046 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00047	GCDE_HTR_T2	Floor 2 GCDE temperature for thermal control (T2, HTR_43) from: Thermistor via IF: THERM_SIGN_047 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00048	TRSP_HTR_T2	S- Band transponder temperature for thermal control (T2, HTR_35) from: Thermistor via IF: THERM_SIGN_048 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00049	TCV_HTR21&38_T2	GCD TCV +X+Y+Z temperature for thermal control (T2, HTR_21 & HTR_38) from: Thermistor via IF: THERM_SIGN_049 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00050	TCV_HTR12&31_T2	GCD TCV +X-Y-Z temperature for thermal control (T2, HTR_12 & HTR_31) from: Thermistor via IF: THERM_SIGN_050 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00051	TCV_HTR21&38_T1	GCD TCV +X-Y+Z temperature for thermal control (T1, HTR_21 & HTR_38) from: Thermistor via IF: THERM_SIGN_003 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00052	PXFA2_HTR_T1	Floor 1 PXFA 2 temperature for thermal control (T1, HTR_28 & HTR_09) from: Thermistor via IF: THERM_SIGN_052 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00053	TCV_HTR37&46_T2	GCD TCV -X-Y+Z temperature for thermal control (T2, HTR_37 & HTR_46) from: Thermistor via IF: THERM_SIGN_053 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00056	PIPE_EX_HTR1_T2	XST-to-PXFA platform external xenon-pipe temperature for thermal control (T2, HTR_32) from: Thermistor via IF: THERM_SIGN_056 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00057	PIPE_EX_HTR2_T2	XST-to-PXFA platform external xenon-pipe temperature for thermal control (T2, HTR_41) from: Thermistor via IF: THERM_SIGN_057 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00059	EGG_IF2_HTR_T2	EGG-Structure I/F 2 Lower Double Panel temperature for thermal control (T2, HTR_24) from: Thermistor via IF: THERM_SIGN_059 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00060	EGG_IF4_HTR_T2	EGG-Structure I/F 4 Lower Double Panel temperature for thermal control (T2, HTR_36) from: Thermistor via IF: THERM_SIGN_060 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00061	PXFA1_HTR_T3	Floor 1 PXFA 1 temperature for thermal control (T3, HTR_17 & HTR_34) from: Thermistor via IF: THERM_SIGN_061 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00062	NST_TEMP_1	Nitrogen Tank Temperature T1 from: Thermistor via IF: THERM_SIGN_062 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00064	RU_INT_TH_REF2	CDMU RU Internal THERM Interface fix Resistor Reference 2 (NOT_CONNECTED_18) from: Thermistor via IF: THERM_SIGN_064 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00066	XST_HTR2_T1	Xenon Tank temperature for thermal control (T1, HTR_27) from: Thermistor via IF: THERM_SIGN_066 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00067	STRDPU_HTR_T3	Star Tracker Floor 4 temperature for thermal control (T3, HTR_19) from: Thermistor via IF: THERM_SIGN_067 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00068	MGM_HTR_T3	Magnetometer temperature for thermal control (T3, HTR_20) from: Thermistor via IF: THERM_SIGN_068 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00069	LIB_FLR_HTR_T2	Battery Floor 7 temperature for thermal control (T2, HTR_13) from: Thermistor via IF: THERM_SIGN_069 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00071	LIB_CELL_HTR_T2	Battery internal cell temperature for thermal control (T2, HTR_22) from: Thermistor via IF: THERM_SIGN_020 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00072	IPCU_A_HTR_T2	Floor 1 IPCU A temperature for thermal control (T2, HTR_23 & HTR_29) from: Thermistor via IF: THERM_SIGN_072 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00073	PXFA1_HPS_HTR_T3	PXFA1 High Pressure Section temperature for thermal control (T3, HTR_15) from: Thermistor via IF: THERM_SIGN_073 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00074	SSTI B T	SSTI_2 Internal temperature for monitoring from: Thermistor via IF: THERM_SIGN_074 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
