param_name	param_description	param_description_long	param_unit	subsystem	mti	min_timestamp	max_timestamp	longest_gap	nan_fraction
THT00075	IPCU_B_HTR_T2	Floor 1 IPCU B temperature for thermal control (T2, HTR_40 & HTR_47) from: Thermistor via IF: THERM_SIGN_075 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00076	GCDE_HTR_T3	Floor 2 GCDE temperature for thermal control (T3, HTR_43) from: Thermistor via IF: THERM_SIGN_076 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00079	TRSP_HTR_T3	S- Band transponder temperature for thermal control (T3, HTR_35) from: Thermistor via IF: THERM_SIGN_079 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00080	STC ASH Therm R	TCEU G01 temperature  from: Thermistor via IF: THERM_SIGN_080 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00081	TCV_HTR12_T3	GCD TCV +X+Y-Z temperature for thermal control (T3, HTR_12) from: Thermistor via IF: THERM_SIGN_081 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00082	TCV_HTR25_T3	GCD TCV -X+Y-Z temperature for thermal control (T2, HTR_25) from: Thermistor via IF: THERM_SIGN_082 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00083	TCV_HTR37_T3	GCD TCV -X+Y+Z temperature for thermal control (T3, HTR_37) from: Thermistor via IF: THERM_SIGN_083 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00084	TCV_HTR45_T3	GCD TCV -X-Y-Z temperature for thermal control (T3, HTR_45) from: Thermistor via IF: THERM_SIGN_084 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00087	PIPE_EX_HTR1_T3	XST-to-PXFA platform external xenon-pipe temperature for thermal control (T3, HTR_32) from: Thermistor via IF: THERM_SIGN_087 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00090	EGG_IF1&5_HTR_T3	EGG-Structure I/F 1 & 5 Upper Double Panel temperature for thermal control (T3, HTR_18 & HTR_42) from: Thermistor via IF: THERM_SIGN_090 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00091	EGG_IF3&6_HTR_T3	EGG-Structure I/F 3 & 6  Upper Double Panel temperature for thermal control (T3, HTR_30 & HTR_48) from: Thermistor via IF: THERM_SIGN_091 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00096	PXFA2_HTR_T2	Floor 1 PXFA 2 temperature for thermal control (T2, HTR_28 & HTR_09) from: Thermistor via IF: THERM_SIGN_096 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00097	PXFA2_HPS_HTR_T2	PXFA2 High Pressure Section temperature for thermal control (T2, HTR_44) from: Thermistor via IF: THERM_SIGN_097 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00098	IPCU_A_HTR_T3	Floor 1 IPCU A temperature for thermal control (T3, HTR_23 & HTR_29) from: Thermistor via IF: THERM_SIGN_098 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00099	XST_HTR2_T2	Xenon Tank temperature for thermal control (T2, HTR_27) from: Thermistor via IF: THERM_SIGN_099 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00100	XST_HTR2_T3	Xenon Tank temperature for thermal control (T3, HTR_27) from: Thermistor via IF: THERM_SIGN_100 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00101	LIB_FLR_HTR_T3	Battery Floor 7 temperature for thermal control (T3, HTR_13) from: Thermistor via IF: THERM_SIGN_101 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00102	GCD_HTR_T1	Floor 6 GCD temperature for thermal control (T3, HTR_39) from: Thermistor via IF: THERM_SIGN_102 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00104	LIB_CELL_HTR_T3	Battery internal cell temperature for thermal control (T3, HTR_22) from: Thermistor via IF: THERM_SIGN_104 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00105	PCDU Temp B	PCDU Internal temperature for monitoring from: Thermistor via IF: THERM_SIGN_105 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00106	STC1 Dom Therm R	TCEU G01 temperature  from: Thermistor via IF: THERM_SIGN_106 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00107	STC2 Dom Therm R	TCEU G01 temperature  from: Thermistor via IF: THERM_SIGN_107 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00109	PXFA2_HPS_HTR_T3	PXFA2 High Pressure Section temperature for thermal control (T3, HTR_44) from: Thermistor via IF: THERM_SIGN_117 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00110	PXFA2_HTR_T3	Floor 1 PXFA 2 temperature for thermal control (T3, HTR_28 & HTR_09) from: Thermistor via IF: THERM_SIGN_119 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00111	IPCU_B_HTR_T3	Floor 1 IPCU B temperature for thermal control (T3, HTR_40 & HTR_47) from: Thermistor via IF: THERM_SIGN_111 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00112	TCV_HTR21_T3	GCD TCV +X+Y+Z temperature for thermal control (T3, HTR_21) from: Thermistor via IF: THERM_SIGN_112 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00113	TCV_HTR31_T3	GCD TCV +X-Y-Z temperature for thermal control (T3, HTR_31) from: Thermistor via IF: THERM_SIGN_113 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00114	TCV_HTR38_T3	GCD TCV +X-Y+Z temperature for thermal control (T3, HTR_38) from: Thermistor via IF: THERM_SIGN_114 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00115	TCV_HTR46_T3	GCD TCV -X-Y+Z temperature for thermal control (T3, HTR_46) from: Thermistor via IF: THERM_SIGN_115 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00118	PIPE_EX_HTR2_T3	XST-to-PXFA platform external xenon-pipe temperature for thermal control (T3, HTR_41) from: Thermistor via IF: THERM_SIGN_118 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00120	EGG_IF2_HTR_T3	EGG-Structure I/F 2 Lower Double Panel temperature for thermal control (T3, HTR_24) from: Thermistor via IF: THERM_SIGN_120 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00121	EGG_IF4_HTR_T3	EGG-Structure I/F 4 Lower Double Panel temperature for thermal control (T3, HTR_36) from: Thermistor via IF: THERM_SIGN_121 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00122	PIPE_IN_HTR1_T3	XST-to-PXFA platform internal xenon-pipe temperature for thermal control (T3, HTR_11) from: Thermistor via IF: THERM_SIGN_122 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT00126	NST_TEMP_2	Nitrogen Tank Temperature T2 from: Thermistor via IF: THERM_SIGN_126 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10000	SA W+Z T N	S/A Wing +Z temperature for thermal control from: Thermistor via IF: PT1000L_00 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10001	SA W-Z T N	S/A Wing -Z temperature for thermal control from: Thermistor via IF: PT1000L_01 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10002	SA O+Z-X TEMP	Outer BMSP +Z temperature ITA side from: Thermistor via IF: PT1000L_02 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10003	SA C+Z-X TEMP	Centre BMSP +Z temperature ITA side from: Thermistor via IF: PT1000L_03 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10004	SA O-Z+X TEMP	Outer BMSP -Z temperature battery side   from: Thermistor via IF: PT1000L_04 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10005	SA C-Z+X TEMP	Centre BMSP +Z temperature  battery side  from: Thermistor via IF: PT1000L_05 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10006	ITA_2_T1	ITA 2 Thruster temperature 1 (ITA_TH_4)  from: Thermistor via IF: PT1000L_06 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10008	SA_IF_-Z+X_T1	S/A Wing I/F Bracket -Z+X temperature for thermal control (T1, HTR_14 & HTR_33) from: Thermistor via IF: PT1000L_08 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10009	SA_IF_+Z+X_T3	S/A Wing I/F Bracket +Z+X temperature for thermal control (T3, HTR_10 & HTR_26) from: Thermistor via IF: PT1000L_09 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10011	ITA_1_T1	ITA 1 Thruster temperature 1 (ITA_TH_1)  from: Thermistor via IF: PT1000L_11 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10012	ITA_2_T2	ITA 2 Thruster temperature 2 (ITA_TH_5)  from: Thermistor via IF: PT1000L_12 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10014	SA W+Z T R	S/A Wing +Z temperature for thermal control from: Thermistor via IF: PT1000L_21 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10015	SA W-Z T R	S/A Wing -Z temperature for thermal control from: Thermistor via IF: PT1000L_15 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10016	SA O+Z+X TEMP	Outer BMSP +Z temperature  battery side  from: Thermistor via IF: PT1000L_16 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10017	SA C+Z+X TEMP	Centre BMSP +Z temperature  battery side  from: Thermistor via IF: PT1000L_17 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10018	SA O-Z-X TEMP	Outer BMSP -Z temperature ITA side  from: Thermistor via IF: PT1000L_18 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10019	SA C-Z-X TEMP	Centre BMSP -Z temperature ITA side from: Thermistor via IF: PT1000L_19 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10020	ITA_2_T3	ITA 2 Thruster temperature 3 (ITA_TH_6)  from: Thermistor via IF: PT1000L_25 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10021	SA_IF_+Z+X_T2	S/A Wing I/F Bracket +Z+X temperature for thermal control (T2, HTR_10 & HTR_26) from: Thermistor via IF: PT1000L_14 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10022	SA_IF_-Z+X_T2	S/A Wing I/F Bracket -Z+X temperature for thermal control (T3, HTR_14 & HTR_33) from: Thermistor via IF: PT1000L_22 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10023	SA_IF_+Z+X_T1	S/A Wing I/F Bracket +Z+X temperature for thermal control (T1, HTR_10 & HTR_26) from: Thermistor via IF: PT1000L_23 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10024	SA_IF_-Z+X_T3	S/A Wing I/F Bracket -Z+X temperature for thermal control (T2, HTR_14 & HTR_33) from: Thermistor via IF: PT1000L_24 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10025	ITA_1_T2	ITA 1 Thruster temperature 2 (ITA_TH_2)  from: Thermistor via IF: PT1000L_20 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10026	ITA_1_T3	ITA 1 Thruster temperature 3 (ITA_TH_3)  from: Thermistor via IF: PT1000L_26 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10027	REF2PT1000L_1LVL	External 470 Ohm Reference for PT1000L first level MUX from: Thermistor via IF: PT1000L_27 to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10028	REF1PT1000L_1LVL	Reference 0 for PT1000L first level MUX from: Thermistor via IF: PT1000L_REF_0 internal to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10029	PT1000L_REF_1	Reference 1 for PT1000L first level MUX from: Thermistor via IF: PT1000L_REF_1 internal to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10030	PT1000L_REF_2	Reference 2 for PT1000L first level MUX from: Thermistor via IF: PT1000L_REF_2 internal to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
THT10031	PT1000L_REF_3	Reference 3 for PT1000L first level MUX from: Thermistor via IF: PT1000L_REF_3 internal to: CDMU-RU-A&B	degC	TCS	0 days 00:00:32	2009-03-17 07:27:28.453	2013-11-10 22:45:40.736	50 days 11:57:07.826000	0.03514790331196581
XHT00003	TRSP1 RX Temp	TRSP1 RX Temp from: TRSP_1 via IF: ASMN_02 to: CDMU-RU-A&B	degC	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00008	TRSP1 TX Temp	TRSP1 TX Temp from: TRSP_1 via IF: ASMN_07 to: CDMU-RU-A&B	degC	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00014	TRSP2 RX Temp	TRSP2 RX Temp from: TRSP_2 via IF: ASMN_50 to: CDMU-RU-A&B	degC	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00019	TRSP2 TX Temp	TRSP2 TX Temp from: TRSP_2 via IF: ASMN_55 to: CDMU-RU-A&B	degC	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
IHT13050	HPT	High Pressure Transducer sensor	bar	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13051	LPT	Low Pressure Transducer sensor	bar	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
MHT00001	GCDE_A_LPT	Low Pressure Transducer 0 to 1 bar from: GCDE_A via IF: ASMN_44 to: CDMU-RU-A&B	bar	GCD	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
MHT00003	GCDE_A_HPT	High Pressure Transducer 0 to 195 from: GCDE_A via IF: ASMN_46 to: CDMU-RU-A&B	bar	GCD	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
MHT01001	GCDE_B_LPT	Low Pressure Transducer 0 to 1 bar from: GCDE_B via IF: ASMN_92 to: CDMU-RU-A&B	bar	GCD	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
MHT01003	GCDE_B_HPT	High Pressure Transducer 0 to 195 from: GCDE_B via IF: ASMN_94 to: CDMU-RU-A&B	bar	GCD	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
IHT13022	DC_STRIKE_CUR	DC_STRIKE_CUR	A	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13024	DC_KEEPER_CUR	DC_KEEPER_CUR	A	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13026	ANODE_CURRENT	ANODE_CURRENT	A	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13028	BURNAWAY_CURRENT	BURNAWAY_CURRENT	A	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13035	IBCV_CURRENT	IBCV_CURRENT	A	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13038	ACCGRID_CURRENT	ACCGRID_CURRENT	A	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13040	NC_HTR_CURRENT	NC heater current	A	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13099	IBCV_CURRENT_1	IBCV current 1	A	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13101	IBCV_CURRENT_2	IBCV current 2	A	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13103	IBCV_CURRENT_3	IBCV current 3	A	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
