param_name	param_description	param_description_long	param_unit	subsystem	mti	min_timestamp	max_timestamp	longest_gap	nan_fraction
PHT12420	PCU4_REG1_CUR	PCU 4 Regulator 1 Input Current from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu4_tm_iout1_S4/W11)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12440	PCU4_REG2_CUR	PCU 4 Regulator 2 Input Current from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu4_tm_iout2_S4/W12)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12460	PCU4_REG3_CUR	PCU 4 Regulator 3 Input Current from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu4_tm_iout3_S4/W13)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12500	PCU4_INPUT_CUR_N	PCU 4 Input Current nominal from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu4_tm_sap_i_n_S4/W15)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12520	PCU4_INPUT_CUR_R	PCU 4 Input Current redundant from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu4_tm_sap_i_r_S4/W16)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12560	PCU5_REG1_CUR	PCU 5 Regulator 1 Input Current from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu5_tm_iout1_S4/W18)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12580	PCU5_REG2_CUR	PCU 5 Regulator 2 Input Current from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu5_tm_iout2_S4/W19)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12600	PCU5_REG3_CUR	PCU 5 Regulator 3 Input Current from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu5_tm_iout3_S4/W20)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12640	PCU5_INPUT_CUR_N	PCU 5 Input Current nominal from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu5_tm_sap_i_n_S4/W22)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12660	PCU5_INPUT_CUR_R	PCU 5 Input Current redundant from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu5_tm_sap_i_r_S4/W23)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12700	PCU6_REG1_CUR	PCU 6 Regulator 1 Input Current from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu6_tm_iout1_S4/W25)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12720	PCU6_REG2_CUR	PCU 6 Regulator 2 Input Current from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu6_tm_iout2_S4/W26)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12780	PCU6_INPUT_CUR_N	PCU 6 Input Current nominal from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu6_tm_sap_i_n_S4/W29)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12800	PCU6_INPUT_CUR_R	PCU 6 Input Current redundant from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu6_tm_sap_i_r_S4/W30)	A	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
SST03263	X_position	X_position	m	SSTI-A	0 days 00:00:01	2009-03-19 03:55:08.196	2013-11-10 22:46:09.019	54 days 23:42:42.914000	0.0518997061965812
SST03264	Y_position	Y_position	m	SSTI-A	0 days 00:00:01	2009-03-19 03:55:08.196	2013-11-10 22:46:09.019	54 days 23:42:42.914000	0.0518997061965812
SST03265	Z_position	Z_position	m	SSTI-A	0 days 00:00:01	2009-03-19 03:55:08.196	2013-11-10 22:46:09.019	54 days 23:42:42.914000	0.0518997061965812
SST03269	Clock_bias	Clock_bias	m	SSTI-A	0 days 00:00:01	2009-03-19 03:55:08.196	2013-11-10 22:46:09.019	54 days 23:42:42.914000	0.0518997061965812
SST03266	X_velocity	X_velocity	m/s	SSTI-A	0 days 00:00:01	2009-03-19 03:55:08.196	2013-11-10 22:46:09.019	54 days 23:42:42.914000	0.0518997061965812
SST03267	Y_velocity	Y_velocity	m/s	SSTI-A	0 days 00:00:01	2009-03-19 03:55:08.196	2013-11-10 22:46:09.019	54 days 23:42:42.914000	0.0518997061965812
SST03268	Z_velocity	Z_velocity	m/s	SSTI-A	0 days 00:00:01	2009-03-19 03:55:08.196	2013-11-10 22:46:09.019	54 days 23:42:42.914000	0.0518997061965812
SST03270	Clock_bias_rate	Clock_bias_rate	m/s	SSTI-A	0 days 00:00:01	2009-03-19 03:55:08.196	2013-11-10 22:46:09.019	54 days 23:42:42.914000	0.0518997061965812
CAT35000	EGG_RAW_ACC1_X	Acc. sensor head 1 raw acceleration x comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35001	EGG_RAW_ACC1_Y	Acc. sensor head 1 raw acceleration Y comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35002	EGG_RAW_ACC1_Z	Acc. sensor head 1 raw acceleration Z comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35003	EGG_RAW_ACC2_X	Acc. sensor head 2 raw acceleration x comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35004	EGG_RAW_ACC2_Y	Acc. sensor head 2 raw acceleration Y comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35005	EGG_RAW_ACC2_Z	Acc. sensor head 2 raw acceleration Z comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35006	EGG_RAW_ACC3_X	Acc. sensor head 3 raw acceleration x comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35007	EGG_RAW_ACC3_Y	Acc. sensor head 3 raw acceleration Y comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35008	EGG_RAW_ACC3_Z	Acc. sensor head 3 raw acceleration Z comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35009	EGG_RAW_ACC4_X	Acc. sensor head 4 raw acceleration x comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35010	EGG_RAW_ACC4_Y	Acc. sensor head 4 raw acceleration Y comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35011	EGG_RAW_ACC4_Z	Acc. sensor head 4 raw acceleration Z comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35012	EGG_RAW_ACC5_X	Acc. sensor head 5 raw acceleration x comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35013	EGG_RAW_ACC5_Y	Acc. sensor head 5 raw acceleration Y comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35014	EGG_RAW_ACC5_Z	Acc. sensor head 5 raw acceleration Z comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35015	EGG_RAW_ACC6_X	Acc. sensor head 6 raw acceleration x comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35016	EGG_RAW_ACC6_Y	Acc. sensor head 6 raw acceleration Y comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
CAT35017	EGG_RAW_ACC6_Z	Acc. sensor head 6 raw acceleration Z comp. wrt ACF(ADAL)	m/s2	CDMU_DFS	0 days 00:00:02	2009-03-17 08:56:45.545	2013-10-21 03:16:57.132	82 days 19:38:15.797000	0.17140341212606838
AMT00102	MGM1 X out	Magnetic Flux in X of local CoF from: MGM-1 via IF: ASMN_24 to: CDMU-RU-A&B	nT	DFAC_MMT	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
AMT00103	MGM1 Y out	Magnetic Flux in Y of local CoF from: MGM-1 via IF: ASMN_25 to: CDMU-RU-A&B	nT	DFAC_MMT	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
AMT00104	MGM1 Z out	Magnetic Flux in Z of local CoF from: MGM-1 via IF: ASMN_26 to: CDMU-RU-A&B	nT	DFAC_MMT	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
AMT00202	MGM2 X out	Magnetic Flux in X of local CoF from: MGM-2 via IF: ASMN_64 to: CDMU-RU-A&B	nT	DFAC_MMT	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
AMT00203	MGM2 Y out	Magnetic Flux in Y of local CoF from: MGM-2 via IF: ASMN_65 to: CDMU-RU-A&B	nT	DFAC_MMT	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
AMT00204	MGM2 Z out	Magnetic Flux in Z of local CoF from: MGM-2 via IF: ASMN_66 to: CDMU-RU-A&B	nT	DFAC_MMT	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
AMT00302	MGM3 X out	Magnetic Flux in X of local CoF from: MGM-3 via IF: ASMN_80 to: CDMU-RU-A&B	nT	DFAC_MMT	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
AMT00303	MGM3 Y out	Magnetic Flux in Y of local CoF from: MGM-3 via IF: ASMN_81 to: CDMU-RU-A&B	nT	DFAC_MMT	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
AMT00304	MGM3 Z out	Magnetic Flux in Z of local CoF from: MGM-3 via IF: ASMN_82 to: CDMU-RU-A&B	nT	DFAC_MMT	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
IHT13017	MAGNET_VOLTAG	MAGNET_VOLTAG	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13019	DC_HEATER_VOLT	DC_HEATER_VOLT	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13021	DC_STRIKE_VOLT	DC_STRIKE_VOLT	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13023	DC_KEEPER_VOLT	DC_KEEPER_VOLT	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13025	ANODE_VOLTAGE	ANODE_VOLTAGE	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13027	BURNAWAY_VOLTAGE	BURNAWAY_VOLTAGE	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13034	FLOW_SENSOR	Flow Sensor Reading	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13037	ACCGRID_VOLTAGE	ACCGRID_VOLTAGE	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13041	NC_STRIKE_VOLT	NC strike voltage	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13043	NC_KEEPER_VOLT	NC keeper voltage	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13045	BUS_VOLTAGE	Bus voltage	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13052	IBCV_VOLTAGE	IBCV_VOLTAGE	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13098	FLOW_SENSOR_1	Flow Sensor Reading 1	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13100	FLOW_SENSOR_2	Flow Sensor Reading 2	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13102	FLOW_SENSOR_3	Flow Sensor Reading 3	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13104	FLOW_SENSOR_4	Flow Sensor Reading 4	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13106	FLOW_SENSOR_5	Flow Sensor Reading 5	V	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
PHT01000	SSTI B +5V	Analogue Voltage Sensor line from: SSTI_B via IF: ASMN_76 to: CDMU-RU-A&B	V	EPS	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
PHT01001	SSTI A +5V	Analogue Voltage Sensor line from: SSTI_A via IF: ASMN_28 to: CDMU-RU-A&B	V	EPS	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
PHT10160	BAT_VOL_N	Battery Voltage nominal from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: cbt_v_batt_n_S1/W9)	V	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT10180	BAT_VOL_R	Battery Voltage redundant from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: cbt_v_batt_r_S1/W10)	V	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT10200	POWER_BUS_VOL_N	Bus Voltage nominal from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: cbt_v_bus_n_S1/W11)	V	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT10220	POWER_BUS_VOL_R	Bus Voltage redundant from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: cbt_v_bus_r_S1/W12)	V	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12020	PCU1_REG_VOL	PCU 1 Input Voltage from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu1_tm_sap_v_S3/W28)	V	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12160	PCU2_REG_VOL	PCU 2 Input Voltage from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu2_tm_sap_v_S3/W35)	V	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12340	PCU3_REG_VOL	PCU 3 Input Voltage from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu3_tm_sap_v_S4/W7)	V	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12480	PCU4_REG_VOL	PCU 4 Input Voltage from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu4_tm_sap_v_S4/W14)	V	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12620	PCU5_REG_VOL	PCU 5 Input Voltage from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu5_tm_sap_v_S4/W21)	V	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
PHT12760	PCU6_REG_VOL	PCU 6 Input Voltage from: PCDU via IF: SD16_1N_or_1R to: CDMU-RU-A&B (PCDU-ICD-Info: pcu6_tm_sap_v_S4/W28)	V	EPS	0 days 00:00:15.995000	2009-03-17 07:27:28.608	2013-11-10 22:45:56.736	50 days 11:56:35.827000	0.03514790331196581
XHT00004	RX_1_SUP_P_6P3	TRSP1 RX positive supply voltage 6.3 V from: TRSP_1 via IF: ASMN_03 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00005	RX_1_SUP_MID	TRSP1 RX middle voltage of bridge between +6.3 V and -6.3 V from: TRSP_1 via IF: ASMN_04 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00006	RX_1_SUP_P_5P0	TRSP1 RX positive supply voltage 5.0 V from: TRSP_1 via IF: ASMN_05 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00009	TX_1_SUP_P_6P3	TRSP1 TX positive supply voltage 6.3 V from: TRSP_1 via IF: ASMN_08 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00010	TX_1_SUP_MID	TRSP1 TX middle voltage of bridge between +6.3 V and -6.3 V from: TRSP_1 via IF: ASMN_09 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00011	TX_1_SUP_P_7P7	TRSP1 TX positive supply voltage +7.7 V from: TRSP_1 via IF: ASMN_10 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00015	RX_2_SUP_P_6P3	TRSP2 RX positive supply voltage 6.3 V from: TRSP_2 via IF: ASMN_51 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00016	RX_2_SUP_MID	TRSP2 RX middle voltage of bridge between +6.3 V and -6.3 V from: TRSP_2 via IF: ASMN_52 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00017	RX_2_SUP_P_5P0	TRSP2 RX positive supply voltage 5.0 V from: TRSP_2 via IF: ASMN_53 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00020	TX_2_SUP_P_6P3	TRSP2 TX positive supply voltage 6.3 V from: TRSP_2 via IF: ASMN_56 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00021	TX_2_SUP_MID	TRSP2 TX middle voltage of bridge between +6.3 V and -6.3 V from: TRSP_2 via IF: ASMN_57 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
XHT00022	TX_2_SUP_P_7P7	TRSP2 TX positive supply voltage +7.7 V from: TRSP_2 via IF: ASMN_58 to: CDMU-RU-A&B	V	RFF	0 days 00:00:16	2009-03-17 07:27:28.453	2013-11-10 22:45:56.731	50 days 11:56:35.829000	0.03514790331196581
IHT13011	THRUST_DEMAND	Current TT thrust demand in µN	µN	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13012	THRUST_FLTR_AN	Filtered thrust for anode current control	µN	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13013	THRUST_FLTR_FL	Filtered thrust for main flow rate control	µN	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13014	THRUST_NEXT	Latest TT thrust demand in µN	µN	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
IHT13135	CURRENT_THRUST	actual measured thrust	µN	ITA	0 days 00:00:08	2009-03-17 09:09:49.821	2013-10-21 03:19:23.590	72 days 17:13:09.635000	0.13283336672008547
